Area,ISO 3 code,Year,Demand,Net Imports,Total Generation,Clean,Nuclear,Wind and Solar,Wind,Solar,"Hydro, Bioenergy and Other Renewables",Hydro,Bioenergy,Other Renewables,Fossil,Coal,Gas and Other Fossil,Gas,Other Fossil
Estonia,EST,2022,9.95,1.01,8.94,2.86,0.0,1.27,0.67,0.6,1.59,0.02,1.57,0.0,6.08,0.0,6.08,0.06,6.02
Estonia,EST,2023,9.15,3.3,5.85,2.91,0.0,1.51,0.79,0.72,1.4,0.02,1.38,0.0,2.94,0.0,2.94,0.02,2.92
Estonia,EST,2024,9.1,2.9,6.2,3.45,0.0,2.02,1.16,0.86,1.43,0.03,1.4,0.0,2.75,0.0,2.75,0.13,2.62
Finland,FIN,2000,81.85,11.88,69.97,45.86,22.48,0.08,0.08,0.0,23.3,14.66,8.64,0.0,24.11,8.49,15.62,10.13,5.49
Finland,FIN,2001,84.41,9.96,74.45,44.31,22.77,0.07,0.07,0.0,21.47,13.2,8.27,0.0,30.14,10.61,19.53,11.69,7.84
Finland,FIN,2002,86.84,11.92,74.92,42.13,22.3,0.06,0.06,0.0,19.77,10.78,8.99,0.0,32.79,12.71,20.08,11.63,8.45
Finland,FIN,2003,89.13,4.85,84.28,41.79,22.73,0.09,0.09,0.0,18.97,9.59,9.38,0.0,42.49,19.25,23.24,13.85,9.39
Finland,FIN,2004,90.71,4.87,85.84,48.35,22.72,0.12,0.12,0.0,25.51,15.07,10.44,0.0,37.49,16.5,20.99,12.75,8.24
Finland,FIN,2005,87.57,17.01,70.56,46.73,23.27,0.17,0.17,0.0,23.29,13.78,9.51,0.0,23.83,6.5,17.33,11.23,6.1
Finland,FIN,2006,93.69,11.4,82.29,45.37,22.91,0.16,0.16,0.0,22.3,11.49,10.81,0.0,36.92,16.33,20.59,12.32,8.27
Finland,FIN,2007,93.73,12.56,81.17,47.74,23.42,0.19,0.19,0.0,24.13,14.18,9.95,0.0,33.43,13.89,19.54,10.56,8.98
Finland,FIN,2008,90.12,12.77,77.35,50.73,22.96,0.26,0.26,0.0,27.51,17.11,10.4,0.0,26.62,8.5,18.12,11.03,7.09
Finland,FIN,2009,84.15,12.09,72.06,45.23,23.53,0.28,0.28,0.0,21.42,12.69,8.73,0.0,26.83,11.13,15.7,9.82,5.88
Finland,FIN,2010,91.14,10.5,80.64,46.98,22.8,0.29,0.29,0.0,23.89,12.92,10.97,0.0,33.66,14.54,19.12,11.26,7.86
Finland,FIN,2011,87.35,13.85,73.5,47.37,23.19,0.49,0.48,0.01,23.69,12.45,11.24,0.0,26.13,9.78,16.35,9.45,6.9
Finland,FIN,2012,87.85,17.44,70.41,51.55,22.99,0.5,0.49,0.01,28.06,16.86,11.2,0.0,18.86,7.1,11.76,6.73,5.03
Finland,FIN,2013,86.97,15.71,71.26,49.24,23.61,0.78,0.77,0.01,24.85,12.84,12.01,0.0,22.02,10.69,11.33,6.79,4.54
Finland,FIN,2014,86.07,17.97,68.1,49.86,23.58,1.12,1.11,0.01,25.16,13.4,11.76,0.0,18.24,7.92,10.32,5.52,4.8
Finland,FIN,2015,84.95,16.34,68.61,53.78,23.25,2.34,2.33,0.01,28.19,16.77,11.42,0.0,14.83,5.12,9.71,5.2,4.51
Finland,FIN,2016,87.7,18.95,68.75,53.61,23.2,3.09,3.07,0.02,27.32,15.8,11.52,0.0,15.14,6.97,8.17,3.74,4.43
Finland,FIN,2017,87.95,20.43,67.52,53.95,22.48,4.84,4.79,0.05,26.63,14.77,11.86,0.0,13.57,5.86,7.71,3.3,4.41
Finland,FIN,2018,90.17,19.94,70.23,54.93,22.79,5.93,5.84,0.09,26.21,13.3,12.91,0.0,15.3,5.79,9.51,4.2,5.31
Finland,FIN,2019,88.65,20.04,68.61,55.75,23.87,6.17,6.02,0.15,25.71,12.42,13.29,0.0,12.86,4.36,8.5,3.85,4.65
Finland,FIN,2020,84.34,15.1,69.24,59.22,23.29,8.48,8.26,0.22,27.45,15.88,11.57,0.0,10.02,2.44,7.58,3.99,3.59
Finland,FIN,2021,89.88,17.77,72.11,61.78,23.6,8.81,8.51,0.3,29.37,15.79,13.58,0.0,10.33,2.67,7.66,3.83,3.83
Finland,FIN,2022,84.69,12.52,72.17,64.0,25.34,12.41,12.02,0.39,26.25,13.49,12.76,0.0,8.17,3.44,4.73,0.96,3.77
Finland,FIN,2023,82.86,1.72,81.14,76.23,34.31,15.38,14.66,0.72,26.54,15.2,11.34,0.0,4.91,1.56,3.35,0.66,2.69
Finland,FIN,2024,85.35,3.18,82.17,78.33,32.6,21.04,20.1,0.94,24.69,14.3,10.39,0.0,3.84,0.83,3.01,0.82,2.19
France,FRA,2000,463.08,-69.48,532.56,482.99,415.16,0.06,0.05,0.01,67.77,64.78,2.48,0.51,49.57,27.0,22.57,11.51,11.06
France,FRA,2001,474.21,-68.39,542.6,497.17,421.08,0.14,0.13,0.01,75.95,72.62,2.85,0.48,45.43,20.48,24.95,15.15,9.8
France,FRA,2002,474.21,-77.03,551.24,499.45,436.76,0.28,0.27,0.01,62.41,58.88,3.04,0.49,51.79,23.66,28.13,18.37,9.76
France,FRA,2003,492.72,-66.41,559.13,502.54,441.07,0.4,0.39,0.01,61.07,57.35,3.23,0.49,56.59,26.26,30.33,19.37,10.96
France,FRA,2004,504.39,-61.91,566.3,510.66,448.24,0.6,0.59,0.01,61.82,58.04,3.31,0.47,55.64,24.37,31.27,21.05,10.22
France,FRA,2005,508.81,-60.33,569.14,506.51,451.53,0.97,0.96,0.01,54.01,50.14,3.39,0.48,62.63,27.51,35.12,23.07,12.05
France,FRA,2006,503.96,-63.34,567.3,511.1,450.19,2.19,2.18,0.01,58.72,54.88,3.38,0.46,56.2,22.89,33.31,21.76,11.55
France,FRA,2007,505.03,-56.81,561.84,504.03,439.73,4.09,4.07,0.02,60.21,55.99,3.75,0.47,57.81,24.45,33.36,21.99,11.37
France,FRA,2008,518.99,-47.99,566.98,511.78,439.45,5.73,5.69,0.04,66.6,62.16,3.97,0.47,55.2,23.06,32.14,21.88,10.26
France,FRA,2009,502.94,-25.93,528.87,477.89,409.74,8.08,7.91,0.17,60.07,55.49,4.13,0.45,50.98,21.67,29.31,20.5,8.81
France,FRA,2010,531.65,-30.71,562.36,505.2,428.52,10.56,9.94,0.62,66.12,61.2,4.44,0.48,57.16,23.36,33.8,23.76,10.04
France,FRA,2011,511.24,-56.41,567.65,508.41,442.39,14.7,12.37,2.33,51.32,45.74,5.04,0.54,59.24,17.39,41.85,29.49,12.36
France,FRA,2012,523.06,-44.52,567.58,510.66,425.41,19.61,15.18,4.43,65.64,59.83,5.3,0.51,56.92,21.46,35.46,22.75,12.71
France,FRA,2013,528.29,-48.46,576.75,523.11,423.68,21.33,16.14,5.19,78.1,71.92,5.68,0.5,53.64,23.84,29.8,18.39,11.41
France,FRA,2014,499.12,-67.19,566.31,530.51,436.48,23.71,17.32,6.39,70.32,63.77,5.99,0.56,35.8,11.26,24.54,13.16,11.38
France,FRA,2015,510.08,-64.06,574.14,529.27,437.43,29.17,21.42,7.75,62.67,55.56,6.53,0.58,44.87,11.89,32.98,21.14,11.84
France,FRA,2016,517.34,-41.5,558.84,502.2,403.2,30.04,21.38,8.66,68.96,60.84,7.52,0.6,56.64,10.23,46.41,34.97,11.44
France,FRA,2017,515.61,-40.13,555.74,490.27,398.36,33.48,24.61,8.87,58.43,50.0,7.78,0.65,65.47,12.81,52.66,40.5,12.16
France,FRA,2018,513.27,-62.97,576.24,526.79,412.94,39.75,28.6,11.15,74.1,65.11,8.38,0.61,49.45,8.31,41.14,30.55,10.59
France,FRA,2019,507.85,-57.67,565.52,511.91,399.01,46.74,34.72,12.02,66.16,56.91,8.64,0.61,53.61,3.64,49.97,39.24,10.73
France,FRA,2020,482.21,-45.04,527.25,478.86,353.83,53.14,40.05,13.09,71.89,62.52,8.76,0.61,48.39,3.09,45.3,35.25,10.05
France,FRA,2021,505.42,-44.89,550.31,501.46,379.36,52.4,37.12,15.28,69.7,59.54,9.58,0.58,48.85,5.44,43.41,33.31,10.1
France,FRA,2022,483.19,14.94,468.25,407.9,294.73,57.34,38.0,19.34,55.83,45.56,9.67,0.6,60.35,4.16,56.19,45.74,10.45
France,FRA,2023,466.39,-50.47,516.86,475.8,338.2,70.64,48.05,22.59,66.96,55.9,10.48,0.58,41.06,1.61,39.45,30.02,9.43
France,FRA,2024,470.26,-89.85,560.11,531.45,380.45,67.87,43.0,24.87,83.13,71.12,11.44,0.57,28.66,1.02,27.64,18.1,9.54
Germany,DEU,2000,572.01,3.06,568.95,205.02,169.61,9.35,9.35,0.0,26.06,21.73,4.33,0.0,363.93,296.68,67.25,49.2,18.05
Germany,DEU,2001,582.6,3.66,578.94,209.18,171.3,10.56,10.46,0.1,27.32,22.73,4.59,0.0,369.76,293.74,76.02,55.5,20.52
Germany,DEU,2002,593.76,10.0,583.76,209.33,164.84,16.06,15.86,0.2,28.43,23.12,5.31,0.0,374.43,299.6,74.83,56.3,18.53
Germany,DEU,2003,598.76,-3.27,602.03,211.73,165.06,19.4,19.09,0.31,27.27,18.32,8.95,0.0,390.3,304.63,85.67,62.59,23.08
Germany,DEU,2004,606.98,-2.62,609.6,225.04,167.07,26.58,26.02,0.56,31.39,20.75,10.64,0.0,384.56,298.77,85.79,62.67,23.12
Germany,DEU,2005,608.77,-4.57,613.34,226.48,163.05,29.08,27.77,1.31,34.35,19.64,14.71,0.0,386.86,288.14,98.72,72.19,26.53
Germany,DEU,2006,613.22,-16.98,630.2,239.83,167.27,33.59,31.32,2.27,38.97,20.03,18.94,0.0,390.37,288.93,101.44,74.73,26.71
Germany,DEU,2007,614.54,-16.56,631.1,229.97,140.53,43.65,40.51,3.14,45.79,21.17,24.62,0.0,401.13,297.1,104.03,77.45,26.58
Germany,DEU,2008,612.19,-20.1,632.29,242.86,148.49,45.89,41.38,4.51,48.48,20.44,28.02,0.02,389.43,275.21,114.22,88.48,25.74
Germany,DEU,2009,575.69,-12.27,587.96,231.01,134.93,46.14,39.42,6.72,49.94,19.03,30.89,0.02,356.95,253.45,103.5,80.27,23.23
Germany,DEU,2010,609.26,-14.95,624.21,245.97,140.56,50.51,38.55,11.96,54.9,20.95,33.92,0.03,378.24,262.89,115.35,88.76,26.59
Germany,DEU,2011,601.23,-3.77,605.0,232.4,107.97,69.85,49.86,19.99,54.58,17.67,36.89,0.02,372.6,262.46,110.14,85.67,24.47
Germany,DEU,2012,599.27,-20.54,619.81,242.86,99.46,78.42,51.68,26.74,64.98,21.75,43.2,0.03,376.95,276.23,100.72,75.95,24.77
Germany,DEU,2013,597.5,-32.19,629.69,249.24,97.29,83.36,52.74,30.62,68.59,23.0,45.51,0.08,380.45,288.2,92.25,67.0,25.25
Germany,DEU,2014,584.87,-33.88,618.75,259.06,97.13,93.95,58.5,35.45,67.98,19.59,48.29,0.1,359.69,274.41,85.28,60.61,24.67
Germany,DEU,2015,590.89,-48.28,639.17,279.93,91.79,118.7,80.62,38.08,69.44,18.98,50.33,0.13,359.24,272.2,87.04,61.47,25.57
Germany,DEU,2016,591.0,-50.52,641.52,273.76,84.63,117.48,79.92,37.56,71.65,20.55,50.93,0.17,367.76,261.75,106.01,80.62,25.39
Germany,DEU,2017,592.0,-52.46,644.46,292.0,76.32,144.45,105.69,38.76,71.23,20.15,50.92,0.16,352.46,241.26,111.2,86.04,25.16
Germany,DEU,2018,583.54,-48.74,632.28,298.93,76.0,154.27,109.95,44.32,68.66,17.69,50.79,0.18,333.35,228.16,105.19,81.56,23.63
Germany,DEU,2019,567.42,-32.67,600.09,316.24,75.07,171.11,125.89,45.22,70.06,19.73,50.13,0.2,283.85,171.45,112.4,90.0,22.4
Germany,DEU,2020,547.72,-19.03,566.75,315.87,64.38,181.61,132.11,49.5,69.88,18.72,50.93,0.23,250.88,134.6,116.28,95.0,21.28
Germany,DEU,2021,560.25,-18.58,578.83,301.63,69.13,163.5,114.16,49.34,69.0,19.66,49.1,0.24,277.2,164.65,112.55,90.31,22.24
Germany,DEU,2022,539.62,-27.26,566.88,286.25,34.71,185.11,124.81,60.3,66.43,17.62,48.6,0.21,280.63,179.93,100.7,79.05,21.65
Germany,DEU,2023,512.91,9.22,503.69,281.29,7.22,201.38,137.51,63.87,72.69,21.24,51.26,0.19,222.4,124.78,97.62,76.66,20.96
Germany,DEU,2024,519.27,26.27,493.0,287.87,0.0,212.74,138.61,74.13,75.13,23.83,51.08,0.22,205.13,106.33,98.8,78.41,20.39
Greece,GRC,2000,52.93,-0.01,52.94,4.14,0.0,0.45,0.45,0.0,3.69,3.69,0.0,0.0,48.8,34.31,14.49,5.92,8.57
Greece,GRC,2001,55.04,2.5,52.54,2.94,0.0,0.76,0.76,0.0,2.18,2.1,0.08,0.0,49.6,35.43,14.17,6.13,8.04
