Area,ISO 3 code,Year,Demand,Net Imports,Total Generation,Clean,Nuclear,Wind and Solar,Wind,Solar,"Hydro, Bioenergy and Other Renewables",Hydro,Bioenergy,Other Renewables,Fossil,Coal,Gas and Other Fossil,Gas,Other Fossil
Slovakia,SVK,2022,27.95,1.41,26.54,21.74,15.92,0.65,0.0,0.65,5.17,3.68,1.49,0.0,4.8,1.62,3.18,2.1,1.08
Slovakia,SVK,2023,26.11,-3.42,29.53,25.04,18.33,0.61,0.0,0.61,6.1,4.69,1.41,0.0,4.49,1.22,3.27,2.28,0.99
Slovakia,SVK,2024,26.56,-2.96,29.52,25.33,18.23,0.69,0.0,0.69,6.41,4.83,1.58,0.0,4.19,0.52,3.67,2.88,0.79
Slovenia,SVN,2000,12.29,-1.32,13.61,8.66,4.76,0.0,0.0,0.0,3.9,3.83,0.07,0.0,4.95,4.61,0.34,0.29,0.05
Slovenia,SVN,2001,12.71,-1.77,14.48,9.13,5.26,0.0,0.0,0.0,3.87,3.8,0.07,0.0,5.35,4.92,0.43,0.3,0.13
Slovenia,SVN,2002,13.47,-1.13,14.6,8.94,5.53,0.0,0.0,0.0,3.41,3.31,0.1,0.0,5.66,5.3,0.36,0.29,0.07
Slovenia,SVN,2003,13.99,0.16,13.83,8.29,5.21,0.0,0.0,0.0,3.08,2.96,0.12,0.0,5.54,5.11,0.43,0.37,0.06
Slovenia,SVN,2004,14.51,-0.76,15.27,9.67,5.46,0.0,0.0,0.0,4.21,4.09,0.12,0.0,5.6,5.19,0.41,0.36,0.05
Slovenia,SVN,2005,14.79,-0.32,15.11,9.45,5.88,0.0,0.0,0.0,3.57,3.46,0.11,0.0,5.66,5.27,0.39,0.34,0.05
Slovenia,SVN,2006,15.15,0.04,15.11,9.25,5.55,0.0,0.0,0.0,3.7,3.59,0.11,0.0,5.86,5.43,0.43,0.37,0.06
Slovenia,SVN,2007,15.27,0.23,15.04,9.08,5.7,0.0,0.0,0.0,3.38,3.27,0.11,0.0,5.96,5.48,0.48,0.45,0.03
Slovenia,SVN,2008,14.81,-1.6,16.41,10.58,6.27,0.0,0.0,0.0,4.31,4.02,0.29,0.0,5.83,5.33,0.5,0.48,0.02
Slovenia,SVN,2009,13.33,-3.06,16.39,10.64,5.74,0.0,0.0,0.0,4.9,4.71,0.19,0.0,5.75,5.13,0.62,0.59,0.03
Slovenia,SVN,2010,14.14,-2.12,16.26,10.41,5.66,0.01,0.0,0.01,4.74,4.52,0.22,0.0,5.85,5.29,0.56,0.55,0.01
Slovenia,SVN,2011,14.55,-1.37,15.92,10.1,6.22,0.07,0.0,0.07,3.81,3.56,0.25,0.0,5.82,5.31,0.51,0.49,0.02
Slovenia,SVN,2012,14.51,-1.04,15.55,9.86,5.53,0.16,0.0,0.16,4.17,3.9,0.27,0.0,5.69,5.14,0.55,0.53,0.02
Slovenia,SVN,2013,14.51,-1.29,15.8,10.41,5.3,0.22,0.0,0.22,4.89,4.63,0.26,0.0,5.39,4.87,0.52,0.51,0.01
Slovenia,SVN,2014,14.41,-2.74,17.15,12.97,6.37,0.26,0.0,0.26,6.34,6.09,0.25,0.0,4.18,3.76,0.42,0.37,0.05
Slovenia,SVN,2015,14.75,-0.05,14.8,10.0,5.65,0.28,0.01,0.27,4.07,3.81,0.26,0.0,4.8,4.38,0.42,0.4,0.02
Slovenia,SVN,2016,15.05,-1.18,16.23,10.78,5.72,0.28,0.01,0.27,4.78,4.5,0.28,0.0,5.45,5.01,0.44,0.42,0.02
Slovenia,SVN,2017,15.53,-0.52,16.05,10.73,6.29,0.29,0.01,0.28,4.15,3.87,0.28,0.0,5.32,4.82,0.5,0.48,0.02
Slovenia,SVN,2018,15.62,-0.5,16.12,11.0,5.78,0.26,0.01,0.25,4.96,4.7,0.26,0.0,5.12,4.62,0.5,0.48,0.02
Slovenia,SVN,2019,15.57,-0.32,15.89,10.86,5.82,0.31,0.01,0.3,4.73,4.48,0.25,0.0,5.03,4.48,0.55,0.54,0.01
Slovenia,SVN,2020,14.89,-2.0,16.89,11.93,6.35,0.38,0.01,0.37,5.2,4.93,0.27,0.0,4.96,4.36,0.6,0.58,0.02
Slovenia,SVN,2021,15.32,-0.27,15.59,11.15,5.71,0.46,0.01,0.45,4.98,4.71,0.27,0.0,4.44,3.85,0.59,0.52,0.07
Slovenia,SVN,2022,14.81,1.45,13.36,9.68,5.61,0.66,0.01,0.65,3.41,3.15,0.26,0.0,3.68,3.13,0.55,0.49,0.06
Slovenia,SVN,2023,14.04,-1.51,15.55,11.9,5.6,0.99,0.01,0.98,5.31,5.02,0.29,0.0,3.65,3.14,0.51,0.5,0.01
Slovenia,SVN,2024,14.3,-2.41,16.71,12.71,5.84,1.28,0.01,1.27,5.59,5.34,0.25,0.0,4.0,3.5,0.5,0.48,0.02
Spain,ESP,2000,225.36,4.44,220.92,96.7,62.21,4.74,4.73,0.01,29.75,28.26,1.49,0.0,124.22,79.09,45.13,20.18,24.95
Spain,ESP,2001,236.52,3.45,233.07,113.01,63.71,6.78,6.76,0.02,42.52,40.89,1.63,0.0,120.06,70.27,49.79,23.36,26.43
Spain,ESP,2002,245.24,5.33,239.91,96.19,63.02,9.36,9.34,0.02,23.81,21.22,2.59,0.0,143.72,81.18,62.54,32.39,30.15
Spain,ESP,2003,258.56,1.26,257.3,117.63,61.88,12.09,12.07,0.02,43.66,40.48,3.18,0.0,139.67,74.73,64.94,39.37,25.57
Spain,ESP,2004,273.58,-3.03,276.61,113.74,63.61,15.72,15.7,0.02,34.41,31.08,3.33,0.0,162.87,79.1,83.77,55.46,28.31
Spain,ESP,2005,288.12,-1.34,289.46,99.81,57.54,21.23,21.18,0.05,21.04,18.39,2.65,0.0,189.65,79.06,110.59,79.01,31.58
Spain,ESP,2006,292.31,-3.28,295.59,112.28,60.13,23.42,23.3,0.12,28.73,25.96,2.77,0.0,183.31,66.74,116.57,90.57,26.0
Spain,ESP,2007,296.11,-5.75,301.86,113.4,55.1,28.09,27.57,0.52,30.21,27.31,2.9,0.0,188.46,72.8,115.66,94.8,20.86
Spain,ESP,2008,298.75,-11.04,309.79,121.12,58.97,35.53,32.95,2.58,26.62,23.36,3.26,0.0,188.67,48.71,139.96,120.8,19.16
Spain,ESP,2009,282.62,-8.1,290.72,126.84,52.76,44.18,38.12,6.06,29.9,26.41,3.49,0.0,163.88,35.91,127.97,107.75,20.22
Spain,ESP,2010,289.47,-8.33,297.8,159.76,61.99,51.46,44.27,7.19,46.31,42.3,4.01,0.0,138.04,25.33,112.71,94.85,17.86
Spain,ESP,2011,285.45,-6.09,291.54,145.25,57.72,52.32,42.92,9.4,35.21,30.6,4.61,0.0,146.29,43.98,102.31,85.51,16.8
Spain,ESP,2012,282.75,-11.2,293.95,148.44,61.47,61.44,49.47,11.97,25.53,20.55,4.98,0.0,145.51,55.07,90.44,73.31,17.13
Spain,ESP,2013,274.71,-6.75,281.46,168.14,56.73,68.74,55.64,13.1,42.67,36.87,5.8,0.0,113.32,39.94,73.38,57.54,15.84
Spain,ESP,2014,271.03,-3.41,274.44,167.57,57.31,65.68,52.01,13.67,44.58,39.17,5.41,0.0,106.87,43.81,63.06,47.27,15.79
Spain,ESP,2015,277.04,-0.13,277.17,154.28,57.2,63.18,49.32,13.86,33.9,28.14,5.76,0.0,122.89,51.37,71.52,52.5,19.02
Spain,ESP,2016,278.37,7.67,270.7,163.26,58.63,62.54,48.9,13.64,42.09,36.4,5.69,0.0,107.44,36.43,71.01,52.83,18.18
Spain,ESP,2017,281.55,9.17,272.38,145.97,58.04,63.53,49.13,14.4,24.4,18.32,6.08,0.0,126.41,45.13,81.28,64.04,17.24
Spain,ESP,2018,282.5,11.1,271.4,159.64,55.77,63.63,50.89,12.74,40.24,34.33,5.91,0.0,111.76,37.34,74.42,58.0,16.42
Spain,ESP,2019,277.38,6.86,270.52,159.34,58.35,70.75,55.65,15.1,30.24,24.65,5.57,0.02,111.18,12.86,98.32,83.71,14.61
Spain,ESP,2020,262.75,3.28,259.47,172.09,58.3,77.11,56.44,20.67,36.68,30.51,6.14,0.03,87.38,5.52,81.86,69.74,12.12
Spain,ESP,2021,271.6,0.85,270.75,182.31,56.56,89.16,62.06,27.1,36.59,29.63,6.94,0.02,88.44,4.86,83.58,71.5,12.08
Spain,ESP,2022,267.35,-19.8,287.15,181.5,58.59,98.5,62.78,35.72,24.41,17.59,6.8,0.02,105.65,7.86,97.79,86.1,11.69
Spain,ESP,2023,265.88,-13.96,279.84,201.38,56.87,113.6,65.01,48.59,30.91,25.0,5.9,0.01,78.46,3.62,74.84,64.36,10.48
Spain,ESP,2024,271.42,-10.23,281.65,216.32,54.51,121.22,62.93,58.29,40.59,34.41,6.17,0.01,65.33,2.58,62.75,52.34,10.41
Sweden,SWE,2000,149.91,4.68,145.23,140.46,57.32,0.46,0.46,0.0,82.68,78.58,4.1,0.0,4.77,1.64,3.13,0.48,2.65
Sweden,SWE,2001,154.31,-7.29,161.6,155.43,72.11,0.48,0.48,0.0,82.84,79.06,3.78,0.0,6.17,1.88,4.29,0.4,3.89
Sweden,SWE,2002,152.06,5.36,146.7,139.26,68.11,0.61,0.61,0.0,70.54,66.36,4.18,0.0,7.44,2.37,5.07,0.56,4.51
Sweden,SWE,2003,148.22,12.83,135.39,126.15,67.42,0.68,0.68,0.0,58.05,53.54,4.51,0.0,9.24,2.85,6.39,0.73,5.66
Sweden,SWE,2004,149.46,-2.1,151.56,145.67,77.49,0.86,0.86,0.0,67.32,60.12,7.2,0.0,5.89,1.01,4.88,0.78,4.1
Sweden,SWE,2005,150.97,-7.39,158.36,153.6,72.38,0.93,0.93,0.0,80.29,72.8,7.49,0.0,4.76,0.65,4.11,0.6,3.51
Sweden,SWE,2006,149.32,6.04,143.28,138.04,66.98,0.98,0.98,0.0,70.08,61.72,8.36,0.0,5.24,0.88,4.36,0.6,3.76
Sweden,SWE,2007,150.14,1.32,148.82,144.4,66.97,1.43,1.43,0.0,76.0,66.16,9.84,0.0,4.42,0.65,3.77,0.83,2.94
Sweden,SWE,2008,147.94,-1.96,149.9,145.3,63.89,2.0,2.0,0.0,79.41,69.07,10.34,0.0,4.6,0.51,4.09,0.62,3.47
Sweden,SWE,2009,141.29,4.69,136.6,131.98,52.17,2.5,2.49,0.01,77.31,65.85,11.46,0.0,4.62,0.51,4.11,1.56,2.55
Sweden,SWE,2010,150.53,2.08,148.45,139.92,57.83,3.5,3.49,0.01,78.59,66.4,12.19,0.0,8.53,1.02,7.51,2.91,4.6
Sweden,SWE,2011,143.05,-7.23,150.28,144.56,60.47,6.12,6.11,0.01,77.97,66.43,11.54,0.0,5.72,0.66,5.06,1.58,3.48
Sweden,SWE,2012,146.87,-19.57,166.44,162.35,64.04,7.19,7.17,0.02,91.12,78.93,12.19,0.0,4.09,0.48,3.61,0.92,2.69
Sweden,SWE,2013,143.03,-10.0,153.03,149.15,66.46,9.88,9.84,0.04,72.81,61.36,11.45,0.0,3.88,0.65,3.23,0.85,2.38
Sweden,SWE,2014,137.94,-15.62,153.56,150.63,64.88,11.29,11.24,0.05,74.46,63.76,10.7,0.0,2.93,0.37,2.56,0.42,2.14
Sweden,SWE,2015,139.4,-22.6,162.0,158.85,56.35,16.42,16.32,0.1,86.08,75.31,10.77,0.0,3.15,0.39,2.76,0.45,2.31
Sweden,SWE,2016,144.16,-11.73,155.89,152.23,63.1,15.62,15.48,0.14,73.51,62.02,11.49,0.0,3.66,0.26,3.4,0.68,2.72
Sweden,SWE,2017,145.24,-18.99,164.23,160.76,65.7,17.84,17.61,0.23,77.22,65.14,12.08,0.0,3.47,0.32,3.15,0.33,2.82
Sweden,SWE,2018,146.14,-17.22,163.36,159.7,68.55,17.03,16.62,0.41,74.12,62.21,11.91,0.0,3.66,0.34,3.32,0.38,2.94
Sweden,SWE,2019,142.26,-26.16,168.42,165.07,66.13,20.53,19.85,0.68,78.41,65.37,13.04,0.0,3.35,0.21,3.14,0.29,2.85
Sweden,SWE,2020,138.78,-25.0,163.78,161.34,49.2,28.57,27.52,1.05,83.57,72.39,11.18,0.0,2.44,0.0,2.44,0.1,2.34
Sweden,SWE,2021,146.21,-25.57,171.78,168.72,52.97,28.78,27.25,1.53,86.97,73.89,13.08,0.0,3.06,0.0,3.06,0.29,2.77
Sweden,SWE,2022,139.83,-33.22,173.05,170.17,51.94,35.23,33.25,1.98,83.0,69.87,13.13,0.0,2.88,0.0,2.88,0.15,2.73
Sweden,SWE,2023,137.4,-28.49,165.89,163.56,48.47,37.2,34.09,3.11,77.89,66.19,11.7,0.0,2.33,0.0,2.33,0.16,2.17
Sweden,SWE,2024,138.55,-33.44,171.99,169.91,50.67,44.45,40.29,4.16,74.79,64.61,10.18,0.0,2.08,0.0,2.08,0.11,1.97
Switzerland,CHE,2000,59.05,-7.07,66.12,64.13,26.45,0.01,0.0,0.01,37.67,36.83,0.21,0.63,1.99,0.0,1.99,0.86,1.13
Switzerland,CHE,2001,60.61,-10.44,71.05,69.01,26.81,0.01,0.0,0.01,42.19,41.31,0.2,0.68,2.04,0.0,2.04,0.85,1.19
Switzerland,CHE,2002,60.9,-4.51,65.41,63.33,27.23,0.01,0.0,0.01,36.09,35.17,0.21,0.71,2.08,0.0,2.08,0.89,1.19
Switzerland,CHE,2003,62.23,-3.11,65.34,63.21,27.49,0.02,0.0,0.02,35.7,34.76,0.22,0.72,2.13,0.0,2.13,0.93,1.2
Switzerland,CHE,2004,63.17,-0.7,63.87,61.72,26.96,0.03,0.01,0.02,34.73,33.75,0.22,0.76,2.15,0.0,2.15,0.94,1.21
Switzerland,CHE,2005,64.15,6.35,57.8,55.63,23.34,0.03,0.01,0.02,32.26,31.23,0.22,0.81,2.17,0.0,2.17,0.87,1.3
Switzerland,CHE,2006,64.83,2.7,62.13,59.95,27.82,0.03,0.01,0.02,32.1,30.96,0.23,0.91,2.18,0.0,2.18,0.79,1.39
Switzerland,CHE,2007,64.37,-2.06,66.43,64.4,27.92,0.05,0.02,0.03,36.43,35.25,0.29,0.89,2.03,0.0,2.03,0.74,1.29
Switzerland,CHE,2008,65.91,-1.13,67.04,65.03,27.7,0.06,0.02,0.04,37.27,36.04,0.32,0.91,2.01,0.0,2.01,0.73,1.28
Switzerland,CHE,2009,64.51,-2.16,66.67,64.72,27.69,0.07,0.02,0.05,36.96,35.72,0.36,0.88,1.95,0.0,1.95,0.71,1.24
Switzerland,CHE,2010,66.57,0.52,66.05,63.81,26.34,0.13,0.04,0.09,37.34,36.06,0.36,0.92,2.24,0.0,2.24,1.03,1.21
Switzerland,CHE,2011,65.47,2.59,62.88,60.73,26.71,0.24,0.07,0.17,33.78,32.39,0.44,0.95,2.15,0.0,2.15,0.96,1.19
Switzerland,CHE,2012,65.93,-2.2,68.13,65.97,25.44,0.39,0.09,0.3,40.14,38.6,0.53,1.01,2.16,0.0,2.16,0.91,1.25
Switzerland,CHE,2013,66.29,-2.4,68.69,66.66,25.99,0.59,0.09,0.5,40.08,38.46,0.58,1.04,2.03,0.0,2.03,0.75,1.28
Switzerland,CHE,2014,64.59,-5.49,70.08,68.23,27.56,0.94,0.1,0.84,39.73,38.04,0.59,1.1,1.85,0.0,1.85,0.5,1.35
Switzerland,CHE,2015,65.04,-1.03,66.07,64.21,23.09,1.23,0.11,1.12,39.89,38.26,0.52,1.11,1.86,0.0,1.86,0.63,1.23
Switzerland,CHE,2016,65.02,3.92,61.1,58.96,21.15,1.44,0.11,1.33,36.37,34.62,0.58,1.17,2.14,0.0,2.14,0.86,1.28
Switzerland,CHE,2017,65.7,5.55,60.15,58.14,20.38,1.81,0.13,1.68,35.95,34.09,0.69,1.17,2.01,0.0,2.01,0.72,1.29
Switzerland,CHE,2018,64.7,-1.59,66.29,64.39,25.51,2.07,0.12,1.95,36.81,34.99,0.66,1.16,1.9,0.0,1.9,0.62,1.28
Switzerland,CHE,2019,64.31,-6.26,70.57,68.67,26.42,2.33,0.15,2.18,39.92,38.04,0.71,1.17,1.9,0.0,1.9,0.61,1.29
Switzerland,CHE,2020,62.93,-5.56,68.49,66.62,24.02,2.74,0.14,2.6,39.86,37.87,0.81,1.18,1.87,0.0,1.87,0.62,1.25
Switzerland,CHE,2021,65.5,2.41,63.09,61.37,19.36,2.98,0.14,2.84,39.03,36.96,0.96,1.11,1.72,0.0,1.72,0.5,1.22
Switzerland,CHE,2022,64.87,3.14,61.73,60.14,24.15,4.01,0.15,3.86,31.98,29.9,0.99,1.09,1.59,0.0,1.59,0.38,1.21
Switzerland,CHE,2023,61.07,-6.39,67.46,66.42,24.36,4.88,0.17,4.71,37.18,37.18,0.0,0.0,1.04,0.0,1.04,0.0,1.04
Switzerland,CHE,2024,62.28,-13.48,75.76,74.66,24.0,5.93,0.18,5.75,44.73,44.73,0.0,0.0,1.1,0.0,1.1,0.0,1.1
United Kingdom,GBR,2000,391.23,14.17,377.06,94.97,85.06,0.94,0.94,0.0,8.97,5.09,3.88,0.0,282.09,119.95,162.14,148.08,14.06
United Kingdom,GBR,2001,395.17,10.4,384.77,99.63,90.09,0.96,0.96,0.0,8.58,4.05,4.53,0.0,285.14,131.46,153.68,141.91,11.77
United Kingdom,GBR,2002,395.65,8.41,387.24,98.97,87.85,1.25,1.25,0.0,9.87,4.79,5.08,0.0,288.27,124.28,163.99,152.28,11.71
United Kingdom,GBR,2003,400.37,2.16,398.21,99.38,88.69,1.29,1.29,0.0,9.4,3.23,6.17,0.0,298.83,138.46,160.37,148.88,11.49
United Kingdom,GBR,2004,401.41,7.49,393.92,94.14,80.0,1.94,1.94,0.0,12.2,4.84,7.36,0.0,299.78,131.79,167.99,157.06,10.93
United Kingdom,GBR,2005,406.67,8.32,398.35,98.55,81.62,2.91,2.9,0.01,14.02,4.92,9.1,0.0,299.8,134.64,165.16,152.64,12.52
United Kingdom,GBR,2006,404.79,7.52,397.27,93.55,75.45,4.23,4.22,0.01,13.87,4.59,9.28,0.0,303.72,148.85,154.87,140.83,14.04
United Kingdom,GBR,2007,402.02,5.21,396.81,82.71,63.03,5.28,5.27,0.01,14.4,5.08,9.32,0.0,314.1,135.94,178.16,165.79,12.37
United Kingdom,GBR,2008,399.98,11.02,388.96,74.43,52.49,7.15,7.13,0.02,14.79,5.14,9.65,0.0,314.53,124.38,190.15,176.22,13.93
United Kingdom,GBR,2009,379.62,2.86,376.76,94.34,69.1,9.3,9.28,0.02,15.94,5.23,10.71,0.0,282.42,103.04,179.38,166.5,12.88
United Kingdom,GBR,2010,384.72,2.66,382.06,88.32,62.14,10.33,10.29,0.04,15.85,3.59,12.26,0.0,293.74,107.59,186.15,175.65,10.5
United Kingdom,GBR,2011,374.19,6.22,367.97,104.18,68.98,16.2,15.96,0.24,19.0,5.69,13.31,0.0,263.79,108.44,155.35,146.5,8.85
United Kingdom,GBR,2012,375.73,11.86,363.87,111.65,70.41,21.19,19.84,1.35,20.05,5.31,14.74,0.0,252.22,142.79,109.43,100.17,9.26
United Kingdom,GBR,2013,372.71,14.43,358.28,123.82,70.61,30.41,28.4,2.01,22.8,4.7,18.1,0.0,234.46,130.26,104.2,95.84,8.36
United Kingdom,GBR,2014,358.6,20.52,338.08,128.26,63.75,36.0,31.95,4.05,28.51,5.89,22.62,0.0,209.82,100.24,109.58,100.89,8.69
United Kingdom,GBR,2015,359.98,21.11,338.87,153.7,70.34,47.8,40.27,7.53,35.56,6.3,29.26,0.0,185.17,75.88,109.29,99.88,9.41
United Kingdom,GBR,2016,356.93,17.75,339.18,154.74,71.73,47.57,37.16,10.41,35.44,5.37,30.07,0.0,184.44,30.67,153.77,143.13,10.64
United Kingdom,GBR,2017,352.98,14.76,338.22,169.23,70.34,61.11,49.65,11.46,37.78,5.88,31.9,0.0,168.99,22.53,146.46,136.75,9.71
United Kingdom,GBR,2018,352.87,19.11,333.76,175.2,65.06,69.58,56.91,12.67,40.56,5.44,35.11,0.01,158.56,16.83,141.73,131.49,10.24
United Kingdom,GBR,2019,348.36,21.17,327.19,175.92,56.18,76.26,63.84,12.42,43.48,5.93,37.54,0.01,151.27,6.92,144.35,133.09,11.26
United Kingdom,GBR,2020,328.55,18.25,310.3,183.87,50.24,88.17,75.62,12.55,45.46,6.88,38.58,0.0,126.43,5.7,120.73,111.89,8.84
United Kingdom,GBR,2021,332.64,24.74,307.9,168.59,46.1,77.06,64.93,12.13,45.43,5.42,40.01,0.0,139.31,6.79,132.52,122.84,9.68
United Kingdom,GBR,2022,320.28,-4.3,324.58,182.46,47.4,93.55,80.21,13.34,41.51,5.66,35.85,0.0,142.12,5.94,136.18,125.11,11.07
United Kingdom,GBR,2023,315.83,23.3,292.53,176.27,40.6,96.03,82.15,13.88,39.64,5.54,34.1,0.0,116.26,3.78,112.48,101.66,10.82
United Kingdom,GBR,2024,317.35,33.19,284.16,184.51,40.59,98.07,83.28,14.79,45.85,5.76,40.09,0.0,99.65,1.9,97.75,86.3,11.45
